,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
16021,16483,13,1633,2017-12-13,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1999-12-04,Ashia,Muzzi,F,16.0,1964-07-08,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,14.0,46310 Raven Trail,4220.0,QLD,Australia,4.0
16022,16484,41,1650,2017-02-25,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07,,,,,,,,,,,,5274 Lindbergh Alley,4217.0,QLD,Australia,1.0
16023,16485,17,2568,2017-03-04,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,Anna-diana,Slyne,F,42.0,1983-02-16,Staff Scientist,Manufacturing,Mass Customer,N,No,18.0,084 Brickson Park Park,3177.0,VIC,Australia,5.0
16024,16486,4,826,2017-03-24,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1995-12-19,Marc,Waddilove,M,92.0,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0,177 Sheridan Trail,2759.0,NSW,Australia,8.0
16025,16487,92,2436,2017-12-14,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,Jaymie,Wellesley,M,37.0,1986-03-21,Help Desk Technician,IT,Mass Customer,N,No,4.0,582 Kropf Avenue,2032.0,NSW,Australia,11.0
16026,16488,46,1788,2017-11-01,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-12-04,Anna-diana,Kurten,F,79.0,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0,67 Hooker Place,2380.0,NSW,Australia,5.0
16027,16489,6,1336,2017-10-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28,,,,,,,,,,,,833 Sherman Court,3810.0,VIC,Australia,6.0
16028,16490,31,1155,2017-02-25,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2010-06-07,Janetta,Hartrick,F,73.0,1994-01-15,VP Marketing,Property,Mass Customer,N,Yes,9.0,9618 Havey Place,2710.0,NSW,Australia,1.0
16029,16491,70,2243,2017-06-06,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2002-08-31,,,,,,,,,,,,04488 Amoth Parkway,2036.0,NSW,Australia,8.0
16030,16492,0,2854,2017-06-27,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-04,,,,,,,,,,,,3306 Bartelt Alley,2323.0,NSW,Australia,4.0
16031,16493,19,177,2017-06-20,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,Ondrea,Pablos,F,25.0,1989-11-09,Professor,Financial Services,High Net Worth,N,No,4.0,82520 Mifflin Drive,2333.0,NSW,Australia,5.0
16032,16494,41,1891,2017-10-08,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,2016-11-22,Neville,Bloyes,M,6.0,1990-03-02,Marketing Manager,Retail,Mass Customer,N,Yes,19.0,5786 Kinsman Point,2127.0,NSW,Australia,8.0
16033,16495,74,3454,2017-05-06,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,,,,,,,,,,,,393 Dexter Junction,4151.0,QLD,Australia,9.0
16034,16496,72,897,2017-03-02,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,Pris,Fance,F,25.0,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11.0,6382 Bayside Street,2153.0,NSW,Australia,10.0
16035,16498,68,3450,2017-04-05,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,Brooke,Durman,F,85.0,1993-09-16,Safety Technician III,Retail,Mass Customer,N,No,6.0,21 Sugar Place,4207.0,QLD,Australia,3.0
16036,16499,85,268,2017-08-08,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,Kacie,Kidston,F,60.0,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,92 Lyons Place,2752.0,NSW,Australia,9.0
16037,16500,84,1769,2017-10-03,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2005-05-10,,,,,,,,,,,,466 Westport Drive,2263.0,NSW,Australia,7.0
16038,16501,42,628,2017-11-06,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,Mallissa,Gillespie,F,14.0,1981-10-24,Actuary,Financial Services,Mass Customer,N,No,13.0,4744 Garrison Drive,4132.0,QLD,Australia,4.0
16039,16502,2,606,2017-02-18,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-04-16,Filia,Rosson,F,62.0,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,876 Ridgeview Circle,2566.0,NSW,Australia,8.0
16040,16503,37,3030,2017-01-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,Flor,Agnew,F,68.0,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0,4 Crescent Oaks Alley,2541.0,NSW,Australia,5.0
16041,16504,72,1549,2017-06-02,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-01-10,,,,,,,,,,,,0046 Grim Pass,2148.0,NSW,Australia,7.0
16042,16505,34,3328,2017-03-20,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,Arabella,Delgaty,F,58.0,1961-08-06,Food Chemist,Health,Mass Customer,N,No,6.0,282 Monterey Circle,4300.0,QLD,Australia,6.0
16043,16507,38,3361,2017-09-04,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1991-01-21,Riva,Yushin,F,68.0,1968-01-20,General Manager,Property,Mass Customer,N,Yes,9.0,7330 Helena Pass,2176.0,NSW,Australia,9.0
16044,16508,47,547,2017-09-06,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01,Andee,Robjant,F,22.0,1996-05-14,Sales Associate,Health,Mass Customer,N,No,5.0,04678 Elka Crossing,2745.0,NSW,Australia,9.0
16045,16509,60,1045,2017-08-24,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1998-12-17,,,,,,,,,,,,201 Pepper Wood Avenue,2154.0,NSW,Australia,11.0
16046,16510,50,2495,2017-02-09,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16,Gwenore,Suero,F,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,N,No,17.0,719 Vahlen Way,2560.0,NSW,Australia,8.0
16047,16511,10,2989,2017-09-26,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2003-09-09,,,,,,,,,,,,60 Fulton Trail,2234.0,NSW,Australia,10.0
16048,16512,90,3296,2017-03-28,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2003-09-10,Leontyne,Jackett,F,78.0,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0,85 Carioca Drive,2154.0,NSW,Australia,11.0
16049,16513,10,3178,2017-01-31,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,Gan,Marrion,M,21.0,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9.0,9632 Katie Avenue,4161.0,QLD,Australia,7.0
16050,16514,73,3133,2017-07-15,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,Eda,MacCheyne,F,89.0,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,21 2nd Pass,2566.0,NSW,Australia,8.0
16051,16515,41,963,2017-03-29,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1993-07-15,,,,,,,,,,,,4364 Gale Park,2196.0,NSW,Australia,10.0
16052,16516,41,3200,2017-10-08,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10,,,,,,,,,,,,842 Texas Crossing,4130.0,QLD,Australia,7.0
16053,16517,0,3260,2017-02-07,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,Kelsy,Rao,F,6.0,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11.0,056 Petterle Drive,4075.0,QLD,Australia,4.0
16054,16518,68,2747,2017-07-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,,,,,,,,,,,,5 Lakewood Gardens Court,2118.0,NSW,Australia,9.0
16055,16519,66,2359,2017-01-06,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2013-03-12,Merlina,Bream,F,80.0,1986-03-25,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7.0,24 Lerdahl Street,4825.0,QLD,Australia,3.0
16056,16521,78,1093,2017-05-25,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,,,,,,,,,,,,0 Nevada Pass,2216.0,NSW,Australia,10.0
16057,16522,69,1892,2017-08-27,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2015-08-02,,,,,,,,,,,,4 Fairfield Way,2487.0,NSW,Australia,10.0
16058,16523,63,3405,2017-11-08,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1996-11-09,Gavra,Robez,F,89.0,1996-08-18,Project Manager,Financial Services,Mass Customer,N,Yes,3.0,80269 Southridge Park,4014.0,QLD,Australia,6.0
16059,16524,63,2899,2017-11-27,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,Leora,Sanderson,F,13.0,1990-03-21,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,4.0,75717 Bartillon Road,2880.0,NSW,Australia,1.0
16060,16525,38,1144,2017-11-01,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29,Damon,Phelip,M,73.0,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,5.0,4439 7th Terrace,2177.0,NSW,Australia,9.0
16061,16526,0,1269,2017-02-16,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2003-02-16,Ravid,Kilgallon,M,56.0,1990-08-25,Account Coordinator,Property,High Net Worth,N,Yes,7.0,543 Victoria Park,4702.0,QLD,Australia,6.0
16062,16527,1,250,2017-02-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-09-15,,,,,,,,,,,,91141 Huxley Parkway,2040.0,NSW,Australia,10.0
16063,16528,90,2851,2017-06-16,1.0,Cancelled,Norco Bicycles,Standard,low,medium,363.01,290.41,2004-01-16,Ulberto,Haking,M,36.0,1975-12-17,Programmer IV,Entertainment,Affluent Customer,N,Yes,16.0,11035 Toban Lane,2770.0,NSW,Australia,8.0
16064,16529,34,1282,2017-09-21,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2011-03-16,Garald,Pidler,M,99.0,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,791 Elgar Trail,4340.0,QLD,Australia,5.0
16065,16530,82,2650,2017-12-05,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1997-08-25,Candice,Patriskson,F,33.0,1995-08-20,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10.0,99 Homewood Place,4213.0,QLD,Australia,8.0
16066,16531,83,2263,2017-11-25,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2004-08-07,Lois,Sorel,F,79.0,1987-02-06,Professor,Argiculture,Mass Customer,N,Yes,21.0,71109 Vernon Way,3350.0,VIC,Australia,4.0
16067,16532,1,300,2017-07-27,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Malachi,Hadcroft,M,88.0,1956-06-22,Clinical Specialist,Health,Mass Customer,N,No,9.0,08 Golf View Plaza,3199.0,VIC,Australia,9.0
16068,16533,60,3453,2017-08-24,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,Jammie,McEvon,F,57.0,1989-03-12,Product Engineer,Retail,Affluent Customer,N,No,14.0,12 Kings Hill,4272.0,QLD,Australia,9.0
16069,16534,29,1194,2017-10-23,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,Audry,Scurrey,F,69.0,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,No,3.0,261 Farmco Drive,4118.0,QLD,Australia,4.0
16070,16535,70,196,2017-01-18,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Swen,Odhams,M,90.0,1966-02-22,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,0 Superior Drive,2747.0,NSW,Australia,8.0
16071,16536,8,214,2017-04-24,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,Jeramie,Cellier,M,82.0,1957-11-29,Food Chemist,Health,Mass Customer,N,No,6.0,811 Tony Road,4220.0,QLD,Australia,9.0
16072,16537,70,1968,2017-05-03,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,Frederica,Hughman,F,31.0,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1.0,243 Raven Drive,4815.0,QLD,Australia,3.0
16073,16538,36,3207,2017-05-29,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,,,,,,,,,,,,66 Sunfield Road,2821.0,NSW,Australia,1.0
16074,16539,23,3455,2017-01-16,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23,,,,,,,,,,,,757 Debs Avenue,4670.0,QLD,Australia,4.0
16075,16540,72,2289,2017-06-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2002-08-31,Kissie,Steanson,F,97.0,1980-09-25,Research Nurse,Health,Affluent Customer,N,Yes,13.0,09356 Badeau Drive,3630.0,VIC,Australia,1.0
16076,16541,3,2637,2017-04-25,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29,Marcile,Christley,F,28.0,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,518 Colorado Trail,2100.0,NSW,Australia,10.0
16077,16542,0,1830,2017-12-17,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,Nathan,Antognazzi,M,98.0,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,No,12.0,717 Oakridge Way,2117.0,NSW,Australia,8.0
16078,16543,69,669,2017-01-23,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,,,,,,,,,,,,48 Warbler Road,4053.0,QLD,Australia,7.0
16079,16544,54,1902,2017-02-22,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1993-07-20,Camille,Vallintine,F,48.0,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4.0,36866 Summit Point,3750.0,VIC,Australia,9.0
16080,16545,44,3109,2017-02-23,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2014-07-28,Jeralee,Domleo,F,75.0,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,451 Luster Hill,2170.0,NSW,Australia,9.0
16081,16546,0,1555,2017-03-14,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,Marcello,Spenclay,M,60.0,1962-08-19,Tax Accountant,Health,High Net Worth,N,No,15.0,845 Mendota Center,2148.0,NSW,Australia,8.0
16082,16547,33,1818,2017-05-02,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2003-03-18,Katha,Lockhurst,F,64.0,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11.0,42952 Fairfield Center,3012.0,VIC,Australia,8.0
16083,16549,55,1984,2017-05-04,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2004-08-17,Hewett,Alessandretti,M,70.0,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1.0,681 School Avenue,2077.0,NSW,Australia,10.0
16084,16550,58,2510,2017-03-18,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2003-09-10,Nealson,Lowdham,M,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7.0,0 Mosinee Lane,3250.0,VIC,Australia,4.0
16085,16551,53,144,2017-12-24,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,,,,,,,,,,,,22 Oxford Junction,2315.0,New South Wales,Australia,3.0
16086,16552,10,1140,2017-11-28,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2016-07-09,,,,,,,,,,,,8587 Graceland Way,2206.0,NSW,Australia,10.0
16087,16553,39,1068,2017-10-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2011-05-09,,,,,,,,,,,,4297 Emmet Lane,2170.0,NSW,Australia,8.0
16088,16554,62,2001,2017-01-10,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2014-03-03,Mada,Martinho,F,21.0,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3.0,3 Bonner Point,2800.0,NSW,Australia,4.0
16089,16555,90,1291,2017-01-17,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,Warner,Zuker,M,0.0,1980-08-16,Quality Engineer,Health,Mass Customer,N,No,12.0,8 Kinsman Alley,4304.0,QLD,Australia,2.0
16090,16556,33,2103,2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Jayme,Hendin,M,94.0,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18.0,0 Waubesa Alley,2265.0,NSW,Australia,6.0
16091,16557,46,2401,2017-04-11,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2003-02-16,,,,,,,,,,,,4 Center Park,3807.0,VIC,Australia,6.0
16092,16558,40,3465,2017-08-28,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2015-06-17,Hadria,Pizer,F,71.0,1978-02-01,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,6221 Monica Plaza,2095.0,NSW,Australia,12.0
16093,16559,17,2984,2017-06-09,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1993-10-02,Frances,Mishaw,F,48.0,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13.0,0 Hayes Hill,2106.0,NSW,Australia,11.0
16094,16560,0,344,2017-08-31,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-05-26,,,,,,,,,,,,85 Straubel Park,2147.0,NSW,Australia,9.0
16095,16561,20,611,2017-07-27,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2016-02-04,Otto,Huriche,M,58.0,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16.0,83 Ryan Hill,4551.0,QLD,Australia,8.0
16096,16562,11,881,2017-01-10,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2014-03-03,,,,,,,,,,,,2 Pankratz Street,4812.0,QLD,Australia,5.0
16097,16563,0,968,2017-09-16,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-07-15,Wayne,Woodfin,M,96.0,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,16.0,00 Park Meadow Terrace,2450.0,NSW,Australia,6.0
16098,16564,86,2483,2017-05-12,1.0,Cancelled,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,,,,,,,,,,,,65662 Haas Trail,2560.0,NSW,Australia,7.0
16099,16565,44,1649,2017-10-20,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,Brenden,Dinley,M,6.0,1962-07-17,Chief Design Engineer,Property,Mass Customer,N,No,7.0,06 Hudson Parkway,2250.0,NSW,Australia,8.0
16100,16566,30,3431,2017-02-22,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,York,Calbreath,M,97.0,1996-08-10,Community Outreach Specialist,Property,Affluent Customer,N,No,5.0,373 Cordelia Trail,3500.0,VIC,Australia,1.0
16101,16567,85,3382,2017-03-21,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,,,,,,,,,,,,40 Sauthoff Circle,3129.0,VIC,Australia,10.0
16102,16568,40,1886,2017-12-06,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,Eugenie,Belcham,F,35.0,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0,34 Arrowood Pass,2567.0,NSW,Australia,9.0
16103,16569,47,2914,2017-06-24,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25,Jessamine,Brazear,F,76.0,1982-11-06,Health Coach IV,Health,Affluent Customer,N,Yes,11.0,3 Barnett Way,2763.0,NSW,Australia,9.0
16104,16570,90,1264,2017-07-04,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,,,,,,,,,,,,7008 Warner Park,4670.0,QLD,Australia,2.0
16105,16571,65,41,2017-12-01,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,Basilius,Coupe,M,64.0,1976-04-14,Food Chemist,Health,Mass Customer,N,No,16.0,7188 Cody Way,3350.0,VIC,Australia,9.0
16106,16572,35,1551,2017-12-08,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,Joell,Balfe,F,37.0,1975-05-30,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17.0,8 Boyd Road,2075.0,NSW,Australia,12.0
16107,16573,97,2930,2017-06-22,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,Goddard,Benthall,M,46.0,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,N,No,3.0,51 Bay Junction,2081.0,NSW,Australia,10.0
16108,16574,3,3096,2017-12-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,Lulu,Cabane,F,32.0,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0,3075 Victoria Drive,2290.0,NSW,Australia,7.0
16109,16575,19,1745,2017-01-01,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-05-26,Leigha,Clawson,F,37.0,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,4216 Annamark Pass,4300.0,QLD,Australia,4.0
16110,16576,34,3417,2017-03-08,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,Deedee,Coxall,F,91.0,1973-02-18,Social Worker,Health,Mass Customer,N,No,7.0,182 Thierer Pass,3131.0,VIC,Australia,12.0
16111,16577,0,1966,2017-02-23,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26,,,,,,,,,,,,425 Marquette Way,2116.0,NSW,Australia,10.0
16112,16578,80,3165,2017-10-04,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-16,Vyky,Coppen,F,56.0,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,49956 Hovde Crossing,2745.0,NSW,Australia,9.0
16113,16579,99,700,2017-05-30,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,,,,,,,,,,,,6046 Sheridan Way,2322.0,NSW,Australia,3.0
16114,16580,90,1583,2017-09-09,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-26,,,,,,,,,,,,277 Lindbergh Alley,2100.0,NSW,Australia,11.0
16115,16581,32,1953,2017-08-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25,Luisa,McGlue,F,23.0,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12.0,299 Pine View Parkway,3121.0,VIC,Australia,12.0
16116,16582,0,2952,2017-11-18,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2016-03-29,Cristy,McQuirter,F,28.0,1975-04-25,Senior Developer,Manufacturing,High Net Worth,N,Yes,16.0,10 Kensington Avenue,2117.0,NSW,Australia,10.0
16117,16583,12,1106,2017-12-06,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,Sibyl,Bigmore,F,2.0,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,15.0,9 Superior Plaza,3185.0,VIC,Australia,11.0
16118,16584,59,436,2017-08-28,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20,Erwin,Pendre,M,75.0,1957-12-24,Internal Auditor,IT,Mass Customer,N,No,18.0,4 Almo Plaza,2085.0,NSW,Australia,10.0
16119,16585,90,563,2017-11-27,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2003-09-10,Rube,Itzhayek,M,25.0,1974-09-20,Accounting Assistant II,IT,Mass Customer,N,Yes,19.0,9161 Hoepker Street,4740.0,QLD,Australia,5.0
16120,16586,42,3173,2017-03-09,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2011-05-09,,,,,,,,,,,,8 Erie Center,3690.0,VIC,Australia,2.0
16121,16587,10,107,2017-04-13,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1996-11-09,Pris,Stallebrass,F,97.0,1990-07-01,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9.0,01 Muir Parkway,2096.0,New South Wales,Australia,12.0
16122,16588,0,1611,2017-11-15,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2016-12-06,,,,,,,,,,,,6491 Gerald Court,2261.0,NSW,Australia,9.0
16123,16589,78,283,2017-07-28,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-01-05,Sari,Noye,F,34.0,1991-02-04,Assistant Manager,Retail,Mass Customer,N,No,2.0,28604 Bellgrove Circle,4508.0,QLD,Australia,6.0
16124,16590,92,74,2017-04-22,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1994-08-10,,,,,,,,,,,,33055 Menomonie Parkway,4133.0,QLD,Australia,8.0
16125,16591,0,2867,2017-01-26,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,,,,,,,,,,,,72 Ludington Circle,2770.0,NSW,Australia,6.0
16126,16592,7,1850,2017-11-16,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Dare,Wasling,M,4.0,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,No,7.0,95294 Karstens Park,2155.0,NSW,Australia,9.0
16127,16593,20,1127,2017-06-29,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,Elly,Ormshaw,F,30.0,1991-02-27,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8.0,1879 Mitchell Center,2206.0,NSW,Australia,10.0
16128,16594,81,1421,2017-11-03,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,Mallorie,Gouth,F,74.0,1956-04-14,Senior Editor,Property,Mass Customer,N,No,20.0,2 Alpine Circle,2765.0,NSW,Australia,10.0
16129,16595,68,2762,2017-03-16,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,,,,,,,,,,,,2121 Dapin Center,3977.0,VIC,Australia,7.0
16130,16596,23,2324,2017-07-28,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23,Jerrold,Robben,M,44.0,1966-08-05,Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,33477 Trailsway Park,4818.0,QLD,Australia,5.0
